fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,color
7.5,0.532,0.28,1.72,0.103889,18.3,69.2,0.995671,3.15,0.57,9.5,6,rose
7.5,0.152,0.5,1.68,0.055055,19.9,147.6,0.992072,3.26,0.48,11.2,5,rose
6.7,0.432,0.35,9.14,0.051578,28.8,145.6,0.997122,3.25,0.51,9.1,5,rose
6.7,0.371,0.27,2.82,0.031469,15.6,103.6,0.989646,3.05,0.36,12.5,8,rose
5.4,0.323,0.29,2.9,0.027321,16.6,110.7,0.990851,3.24,0.57,11.1,6,rose
9.4,0.401,0.49,4.91,0.089398,1.8,18.4,0.996599,3.29,0.64,12.1,6,rose
6.1,0.208,0.16,0.79,0.052835,45.8,138.3,0.990664,3.3,0.43,11.5,5,rose
7.4,0.525,0.42,2.63,0.088749,7.0,36.6,0.996939,3.56,0.6,10.7,5,rose
6.5,0.292,0.3,2.79,0.036964,35.8,94.5,0.990773,3.15,0.58,12.0,6,rose
7.3,0.223,0.3,1.03,0.037954,11.8,98.4,0.988978,2.97,0.36,12.5,6,rose
6.6,0.546,0.15,4.04,0.043466,29.9,96.4,0.994141,3.15,0.32,9.1,6,rose
8.6,0.152,0.34,0.94,0.076777,17.2,58.5,0.991869,3.14,0.46,10.7,5,rose
6.9,0.376,0.25,2.44,0.093776,4.4,21.3,0.996325,3.44,0.6,10.0,6,rose
7.0,0.277,0.75,1.15,0.172086,36.1,127.3,0.992977,3.03,0.45,9.1,5,rose
6.8,0.257,0.34,2.32,0.046132,12.8,93.4,0.990616,3.22,0.54,12.5,5,rose
7.6,0.38,0.23,11.1,0.033478,28.5,91.5,0.991548,2.93,0.4,13.6,6,rose
7.7,0.311,0.57,17.35,0.050141,42.2,167.0,0.999843,3.15,0.54,9.1,7,rose
6.4,0.182,0.26,3.22,0.051488,20.5,125.1,0.993773,3.13,0.5,9.0,5,rose
7.8,0.413,0.24,1.38,0.077844,4.4,7.6,0.996223,3.28,0.6,9.6,7,rose
9.9,0.548,0.59,1.74,0.045387,7.2,18.6,0.995895,3.3,0.86,12.4,5,rose
7.4,0.389,0.24,10.18,0.05437,32.1,142.7,0.996092,3.13,0.46,10.6,7,rose
7.9,0.15,0.26,2.07,0.038022,45.8,173.1,0.995424,3.46,0.45,9.3,7,rose
6.3,0.262,0.24,5.62,0.037783,53.1,150.6,0.994527,3.28,0.39,9.5,5,rose
7.2,0.246,0.34,14.27,0.063863,37.4,185.6,0.998802,3.06,0.54,8.9,5,rose
7.4,0.212,0.33,2.18,0.044443,29.0,104.4,0.993204,3.41,0.54,11.5,6,rose
6.4,0.629,0.22,1.22,0.078727,13.9,30.4,0.996392,3.6,0.64,9.7,5,rose
6.1,0.219,0.23,3.18,0.051676,16.3,102.1,0.995,3.13,0.41,8.8,6,rose
6.3,0.139,0.45,1.55,0.087585,39.9,155.5,0.992576,3.21,0.35,9.8,6,rose
6.7,0.458,0.28,6.43,0.149072,48.8,156.7,0.994205,3.14,0.47,10.1,7,rose
6.9,0.17,0.26,1.41,0.043452,47.2,80.5,0.993077,3.38,0.48,10.7,7,rose
6.8,0.224,0.32,5.57,0.04183,17.7,115.9,0.99281,3.16,0.56,11.3,5,rose
15.2,0.2,0.43,2.33,0.074943,9.7,21.5,1.000447,3.1,0.82,9.1,6,rose
6.2,0.671,0.45,1.58,0.022772,28.7,72.2,0.989616,3.35,0.39,12.8,5,rose
6.6,0.428,0.33,3.15,0.039707,14.3,81.8,0.990194,3.28,0.52,13.6,6,rose
6.7,0.206,0.33,1.78,0.042361,30.9,92.4,0.992293,3.33,0.64,10.6,4,rose
7.5,0.238,0.27,1.4,0.045691,34.6,92.4,0.990479,3.03,0.38,11.5,6,rose
6.5,0.132,0.32,1.95,0.034983,18.3,82.8,0.992874,3.39,0.73,11.4,6,rose
6.2,0.148,0.35,15.73,0.044287,55.7,159.4,0.996126,3.24,0.37,10.6,5,rose
7.1,0.299,0.32,6.25,0.029881,27.8,89.9,0.992638,3.22,0.44,11.8,7,rose
5.9,0.112,0.26,4.65,0.031979,41.8,115.5,0.992169,3.54,0.67,12.1,6,rose
6.0,0.281,0.64,8.84,0.039874,28.2,152.7,0.996632,3.64,0.54,10.8,6,rose
6.5,0.551,0.05,2.18,0.062206,31.3,40.9,0.99499,3.39,0.83,10.1,6,rose
5.9,0.216,0.41,0.96,0.037679,42.3,114.1,0.990488,3.05,0.62,11.8,5,rose
7.9,0.275,0.28,8.31,0.027639,38.3,110.4,0.992139,2.95,0.42,12.3,7,rose
5.1,0.245,0.44,3.66,0.025478,20.4,138.6,0.991702,3.53,0.49,11.2,6,rose
6.7,0.13,0.47,1.5,0.027888,17.3,80.7,0.992567,3.4,0.51,10.9,6,rose
6.3,0.431,0.24,1.26,0.073781,21.9,59.4,0.996176,3.52,0.61,9.5,5,rose
6.6,0.196,0.26,6.43,0.047098,28.7,96.2,0.99349,3.13,0.32,10.1,5,rose
8.3,0.223,0.29,1.29,0.050324,48.6,180.7,0.99307,3.13,0.51,10.0,8,rose
6.8,0.32,0.15,7.81,0.039154,13.4,120.1,0.996177,3.23,0.35,9.2,6,rose
6.2,0.349,0.23,1.55,0.036659,37.1,125.8,0.989656,3.29,0.42,12.5,5,rose
6.1,0.27,0.29,1.97,0.031764,28.2,91.0,0.992307,3.38,0.7,11.1,5,rose
7.6,0.302,0.48,12.68,0.037921,62.0,191.2,0.998007,3.02,0.35,8.8,5,rose
6.6,0.512,0.03,2.0,0.065322,28.1,46.9,0.994885,3.36,0.83,10.3,5,rose
7.2,0.239,0.29,11.14,0.051998,21.6,99.1,0.996595,3.14,0.36,9.5,5,rose
11.2,0.338,0.46,1.67,0.083174,5.0,17.3,0.998587,2.94,0.66,9.3,6,rose
6.5,0.26,0.29,2.56,0.023669,14.7,162.6,0.992643,3.29,0.61,10.7,6,rose
6.9,0.328,0.54,12.15,0.037628,22.1,111.1,0.996358,3.12,0.29,9.6,5,rose
7.0,0.313,0.25,7.68,0.068978,28.2,158.8,0.995409,3.15,0.45,9.8,5,rose
9.3,0.166,0.3,1.21,0.042359,26.6,172.4,0.995516,3.14,0.46,9.2,5,rose
9.1,0.553,0.26,2.45,0.101411,5.5,26.3,0.997688,3.26,0.72,9.6,4,rose
6.6,0.235,0.55,6.17,0.037222,58.9,230.5,0.9954,3.05,0.41,8.8,6,rose
7.3,0.241,0.5,5.07,0.029689,32.1,115.1,0.993765,3.26,0.54,10.6,4,rose
8.5,0.571,0.73,17.68,0.055934,52.4,238.9,1.000887,3.0,0.69,9.3,6,rose
7.1,0.29,0.4,7.96,0.037338,15.0,87.1,0.994148,3.16,0.33,10.1,5,rose
7.5,0.544,0.12,2.89,0.066128,10.3,56.9,0.997143,3.37,0.57,9.1,6,rose
7.2,0.269,0.59,1.42,0.039434,39.7,115.8,0.991713,3.35,0.41,11.1,7,rose
6.3,0.485,0.21,1.42,0.040199,13.6,102.8,0.993786,3.17,0.46,9.2,7,rose
6.2,0.362,0.2,8.69,0.030246,36.5,213.2,0.996524,3.36,0.61,9.5,5,rose
5.5,0.516,0.16,2.82,0.033803,35.1,134.0,0.988635,3.18,0.53,13.4,5,rose
6.0,0.279,0.38,10.56,0.043883,56.5,145.2,0.99375,3.07,0.58,10.9,6,rose
5.8,0.137,0.23,1.78,0.049747,17.3,79.9,0.992839,3.67,0.57,10.3,7,rose
9.1,0.167,0.65,1.47,0.047629,22.9,125.7,0.994558,3.0,0.47,10.4,4,rose
5.9,0.257,0.28,1.65,0.044324,22.7,63.7,0.991946,3.32,0.55,10.4,5,rose
8.1,0.157,0.19,1.66,0.035069,22.4,117.0,0.99422,3.16,0.54,10.1,7,rose
6.4,0.21,0.49,11.19,0.042131,44.9,146.8,0.99708,3.17,0.44,8.9,6,rose
8.2,0.873,0.2,1.71,0.082542,6.4,26.3,0.994808,3.09,0.46,10.0,6,rose
7.9,0.25,0.4,2.8,0.060002,14.8,162.3,0.99367,3.2,0.54,9.7,6,rose
7.1,0.153,0.26,13.77,0.047187,25.3,136.3,0.998056,2.9,0.45,9.3,7,rose
6.9,0.327,0.36,0.98,0.04578,19.2,71.1,0.990828,3.31,0.63,12.0,5,rose
8.0,0.19,0.36,1.37,0.028825,20.4,75.8,0.991807,3.08,0.37,10.3,6,rose
6.4,0.182,0.4,10.4,0.032304,87.9,188.0,0.996126,3.06,0.43,8.9,6,rose
6.8,0.347,0.27,8.55,0.035832,29.4,72.4,0.991445,2.96,0.38,12.6,6,rose
9.0,0.369,0.4,3.71,0.106739,12.9,25.6,0.995704,3.23,0.69,12.1,6,rose
7.3,0.338,0.47,4.65,0.04336,18.8,57.1,0.990877,3.04,0.41,12.6,6,rose
8.1,0.685,0.3,1.06,0.059925,39.7,66.4,0.996001,3.24,0.57,10.1,6,rose
6.0,0.164,0.33,6.76,0.041553,43.3,157.8,0.994853,3.63,0.46,10.6,5,rose
6.0,0.231,0.3,12.79,0.042204,25.9,120.3,0.999929,3.38,0.44,8.4,5,rose
6.2,0.288,0.35,1.57,0.02731,23.4,108.6,0.990008,3.27,0.52,12.2,6,rose
10.0,0.304,0.48,2.56,0.082524,12.8,32.7,0.999496,3.34,0.79,10.4,6,rose
6.8,0.24,0.3,9.88,0.044048,57.9,151.9,0.99629,3.11,0.5,10.1,6,rose
6.1,0.462,0.26,3.85,0.031867,43.7,132.4,0.991513,3.25,0.49,11.3,5,rose
7.3,0.335,0.35,2.9,0.073112,11.8,26.1,0.994787,3.35,0.61,11.8,6,rose
6.0,0.273,0.28,16.11,0.034538,30.2,123.4,0.994269,3.19,0.45,12.9,5,rose
6.7,0.259,0.26,4.16,0.081874,33.9,220.0,0.995914,3.29,0.67,9.7,6,rose
8.6,0.173,0.48,1.79,0.029556,17.4,131.8,0.992879,3.04,0.39,10.3,6,rose
6.8,0.486,0.03,2.11,0.083177,37.5,105.2,0.995245,3.11,0.53,9.8,5,rose
7.9,0.369,0.23,11.38,0.029835,27.5,102.6,0.991773,2.94,0.4,13.6,6,rose
5.5,0.152,0.32,1.12,0.026941,29.4,62.5,0.9898,3.33,0.44,11.7,5,rose
7.4,0.148,0.36,1.43,0.051188,50.8,159.3,0.9947,3.3,0.79,9.7,6,rose
8.3,0.35,0.4,5.24,0.038118,32.4,156.2,0.993479,3.16,0.34,11.8,5,rose
7.5,0.287,0.37,1.12,0.082996,26.1,180.6,0.994769,3.08,0.5,9.9,6,rose
10.9,0.415,0.46,2.2,0.083092,7.8,33.9,0.997275,3.26,0.77,12.2,5,rose
7.3,0.17,0.3,13.88,0.057767,31.8,173.6,0.998679,2.91,0.42,8.8,7,rose
7.4,0.767,0.08,1.34,0.082528,11.4,53.0,0.99473,3.12,0.47,10.1,6,rose
6.3,0.406,0.02,5.91,0.048047,21.4,73.0,0.993481,3.19,0.42,9.8,6,rose
7.5,0.251,0.4,8.34,0.056606,40.7,144.3,0.995446,3.06,0.47,10.4,7,rose
6.9,0.268,0.57,11.45,0.044561,63.3,227.4,0.997166,3.02,0.63,9.4,7,rose
7.0,0.295,0.23,2.04,0.044169,15.1,75.9,0.993331,3.17,0.39,9.6,6,rose
5.6,0.174,0.22,4.54,0.027382,30.4,101.1,0.99392,3.25,0.36,9.6,6,rose
6.8,0.432,0.3,12.14,0.092415,21.7,100.1,0.997283,3.1,0.46,9.5,6,rose
8.1,0.317,0.44,2.68,0.216503,4.6,16.2,0.993748,3.17,0.81,12.5,6,rose
5.7,0.179,0.23,14.01,0.046673,44.8,104.2,0.998495,2.98,0.65,8.8,5,rose
5.9,0.573,0.0,8.26,0.045341,35.5,97.4,0.991054,3.26,0.7,14.0,5,rose
6.1,0.257,0.23,2.22,0.046618,6.3,104.4,0.99252,3.05,0.53,8.9,6,rose
6.5,0.191,0.35,1.19,0.030714,39.2,119.0,0.989383,3.23,0.67,12.5,6,rose
7.9,0.172,0.52,1.21,0.04081,33.2,136.3,0.990277,3.15,0.39,12.1,5,rose
10.3,0.385,0.57,3.4,0.069692,4.0,6.0,0.996907,3.05,0.62,9.5,6,rose
6.5,0.274,0.32,5.02,0.139018,35.7,162.4,0.995373,3.21,0.39,9.3,6,rose
11.8,0.564,0.56,1.7,0.0707,5.9,22.8,0.997814,3.09,0.64,10.0,4,rose
7.3,0.191,0.36,17.27,0.049646,42.3,186.4,0.999829,3.02,0.42,9.2,6,rose
6.0,0.376,0.6,14.9,0.041438,42.6,111.2,0.998058,3.16,0.51,9.0,5,rose
9.9,0.546,0.27,1.48,0.113106,8.4,53.4,0.996494,2.95,1.0,10.2,7,rose
5.7,0.201,0.18,7.04,0.048886,36.2,111.5,0.994097,3.25,0.4,9.5,7,rose
6.5,0.301,0.48,15.6,0.057259,27.7,172.4,0.998932,3.17,0.55,9.1,5,rose
6.9,0.314,0.31,1.27,0.050983,21.7,122.6,0.992851,3.26,0.61,10.2,7,rose
7.5,0.272,0.24,11.54,0.051936,55.2,172.1,0.997106,3.1,0.6,9.8,6,rose
7.5,0.326,0.35,6.36,0.037009,12.1,127.0,0.992478,3.16,0.4,12.0,5,rose
6.6,0.297,0.31,7.39,0.049559,57.2,199.2,0.995812,3.23,0.38,9.4,7,rose
9.3,0.397,0.45,2.13,0.105767,35.5,125.7,0.997958,3.14,1.23,9.5,5,rose
7.9,0.881,0.04,2.29,0.059582,4.6,9.5,0.997088,3.37,0.33,9.0,5,rose
5.6,0.256,0.25,7.86,0.042371,19.3,108.3,0.994934,3.39,0.58,10.4,6,rose
8.6,0.534,0.24,1.98,0.094225,8.7,28.9,0.997487,3.24,0.61,9.2,6,rose
8.2,0.207,0.32,10.83,0.042183,62.4,202.3,0.99729,3.09,0.53,9.4,6,rose
10.5,0.417,0.49,3.05,0.065641,3.9,15.9,0.997183,3.2,0.85,11.3,6,rose
7.2,0.226,0.26,1.66,0.035562,17.8,102.8,0.992375,3.11,0.42,9.7,6,rose
7.0,0.461,0.01,2.06,0.069282,7.6,19.5,0.995202,3.38,0.57,11.0,6,rose
7.8,0.553,0.06,4.23,0.087162,27.9,66.1,0.996651,3.36,0.7,10.7,6,rose
7.3,0.196,0.26,7.03,0.046806,42.2,225.9,0.996261,3.38,0.56,10.2,5,rose
6.8,0.183,0.41,0.6,0.059298,39.3,106.9,0.992957,3.0,0.38,9.1,6,rose
7.4,0.422,0.22,15.08,0.047932,29.1,180.2,0.998898,3.15,0.5,9.5,4,rose
9.5,0.772,0.11,2.15,0.086664,30.3,71.2,0.999026,3.31,0.64,10.4,6,rose
7.2,0.182,0.27,4.51,0.033659,18.5,83.3,0.993668,2.9,0.77,11.4,5,rose
7.3,0.181,0.24,6.25,0.049627,37.6,241.5,0.99628,3.36,0.55,10.0,4,rose
6.6,0.555,0.02,2.38,0.11518,4.9,22.9,0.996416,3.36,0.69,9.7,6,rose
6.1,0.492,0.08,1.92,0.083706,17.9,28.1,0.993866,3.46,0.52,11.2,5,rose
6.8,0.284,0.4,18.93,0.043879,37.2,152.3,0.999488,2.93,0.46,9.0,5,rose
7.2,0.746,0.04,3.05,0.076444,16.6,30.9,0.997496,3.44,0.53,9.4,6,rose
8.1,0.219,0.75,4.63,0.046317,35.3,134.0,0.992569,3.25,0.42,12.4,5,rose
7.1,0.22,0.27,3.09,0.050858,19.6,94.2,0.993317,3.17,0.57,9.2,6,rose
7.3,0.447,0.63,11.77,0.048985,56.0,160.6,0.997679,3.1,0.45,8.7,5,rose
6.0,0.22,0.19,1.43,0.047205,50.4,134.9,0.991811,3.23,0.41,10.5,8,rose
6.0,0.35,0.06,1.49,0.071095,23.6,113.9,0.993731,3.25,0.53,9.3,6,rose
6.6,0.272,0.31,7.61,0.041309,6.4,79.7,0.992984,3.03,0.48,11.4,6,rose
8.0,0.774,0.0,1.97,0.086916,11.9,25.2,0.997463,3.35,0.44,9.4,5,rose
7.1,0.569,0.12,1.8,0.076452,25.4,43.8,0.996634,3.35,0.59,9.1,4,rose
6.8,0.534,0.24,3.03,0.081928,9.7,35.3,0.996652,3.44,0.51,10.8,5,rose
6.0,0.419,0.34,7.78,0.044091,23.5,114.6,0.992233,3.03,0.36,10.9,5,rose
8.1,0.209,0.38,9.65,0.054112,20.4,155.2,0.998162,3.31,0.46,9.8,6,rose
7.0,0.339,0.64,13.61,0.056809,14.9,109.2,0.997197,3.04,0.38,9.2,5,rose
7.1,0.365,0.28,2.22,0.08225,29.3,74.3,0.996843,3.46,0.48,9.4,6,rose
6.8,0.324,0.41,2.08,0.035535,32.0,106.2,0.98929,2.99,0.5,12.1,6,rose
6.6,0.201,0.21,4.84,0.092558,21.3,109.3,0.993797,3.06,0.45,9.5,6,rose
6.9,0.204,0.32,2.58,0.029822,41.8,132.0,0.989721,3.16,0.36,12.9,6,rose
6.2,0.241,0.5,1.85,0.054299,59.1,149.4,0.992696,3.09,0.61,9.7,7,rose
7.6,0.643,0.22,2.58,0.075934,34.2,131.6,0.995488,3.27,0.44,9.9,6,rose
7.6,0.559,0.22,2.39,0.076395,8.4,25.4,0.996597,3.29,0.56,9.6,6,rose
6.2,0.139,0.26,1.14,0.046231,37.4,169.9,0.992444,3.36,0.46,10.0,5,rose
9.1,0.232,0.34,2.64,0.072141,44.5,73.2,0.997565,3.44,0.87,10.2,6,rose
7.8,0.491,0.33,2.41,0.072727,17.0,26.7,0.99396,3.28,0.68,12.5,6,rose
5.9,0.255,0.42,15.54,0.056755,37.0,170.7,0.998212,3.16,0.51,9.2,5,rose
7.3,0.501,0.37,6.2,0.069521,16.2,107.5,0.997794,3.37,0.8,10.6,7,rose
4.7,0.333,0.17,1.27,0.051015,10.0,109.0,0.991686,3.48,0.43,10.7,6,rose
7.7,0.235,0.36,6.99,0.032143,41.1,152.4,0.993896,3.05,0.32,11.1,5,rose
7.8,0.29,0.34,5.18,0.029902,30.8,116.6,0.991869,3.09,0.44,12.2,7,rose
6.8,0.281,0.42,3.48,0.032528,42.0,107.7,0.990482,3.18,0.38,12.3,6,rose
8.7,0.372,0.26,11.14,0.039302,42.9,165.4,0.994818,3.02,0.5,12.2,7,rose
6.5,0.3,0.3,12.98,0.042051,55.4,158.8,0.99535,3.03,0.61,10.1,6,rose
6.9,0.408,0.13,2.71,0.086037,22.2,47.0,0.996692,3.46,0.63,9.7,6,rose
6.6,0.159,0.36,1.63,0.035083,21.9,76.7,0.991086,3.08,0.52,11.5,5,rose
7.7,0.164,0.42,1.63,0.048218,25.8,154.0,0.993102,3.2,0.55,10.2,5,rose
6.9,0.308,0.28,11.55,0.023494,21.2,96.4,0.993206,2.97,0.38,11.7,7,rose
7.4,0.234,0.34,13.0,0.065851,52.0,176.3,0.99716,3.02,0.5,8.9,6,rose
6.9,0.187,0.59,13.9,0.040093,50.0,155.5,0.997469,3.15,0.47,9.7,6,rose
6.2,0.39,0.25,6.62,0.033358,20.5,84.1,0.989488,3.05,0.27,13.4,6,rose
5.4,0.162,0.24,2.73,0.037929,10.1,111.2,0.992695,3.28,0.5,10.0,6,rose
7.8,0.4,0.31,2.83,0.039107,6.6,21.8,0.991098,3.19,0.38,11.9,5,rose
8.1,0.287,0.41,7.22,0.037837,39.0,176.9,0.995595,3.17,0.43,10.8,7,rose
7.4,0.241,0.27,1.34,0.057363,44.1,102.4,0.993141,3.3,0.43,9.9,5,rose
6.1,0.251,0.27,2.67,0.027686,53.0,122.3,0.989681,3.44,0.66,12.8,4,rose
6.9,0.37,0.34,8.17,0.02003,40.2,128.9,0.992201,3.2,0.47,12.1,4,rose
7.4,0.253,0.4,1.94,0.044044,31.8,102.6,0.991288,2.88,0.37,10.7,8,rose
5.6,0.286,0.3,1.24,0.045394,19.6,155.0,0.993671,3.8,0.42,10.2,5,rose
7.3,0.234,0.39,14.27,0.06288,47.4,194.5,0.997595,2.88,0.41,9.0,5,rose
6.0,0.273,0.26,2.87,0.037247,15.6,112.4,0.989959,3.24,0.43,12.5,6,rose
8.8,0.65,0.25,2.02,0.070921,4.7,21.6,0.997389,3.15,0.74,9.3,7,rose
6.1,0.336,0.2,1.75,0.027702,47.5,159.9,0.991807,3.39,0.54,11.1,5,rose
5.9,0.166,0.21,1.2,0.043388,23.3,118.2,0.991265,3.26,0.45,11.4,8,rose
6.9,0.326,0.27,5.63,0.036319,40.2,202.0,0.991351,3.18,0.66,12.6,6,rose
6.8,0.575,0.06,5.64,0.059157,12.4,15.2,0.996108,3.42,0.59,10.7,6,rose
6.1,0.256,0.31,7.19,0.044857,40.0,138.4,0.993551,3.44,0.58,11.0,5,rose
7.9,0.154,0.26,7.73,0.051913,19.8,101.1,0.995297,2.93,0.32,9.6,5,rose
6.9,0.119,0.38,0.9,0.033314,14.3,101.9,0.991012,3.23,0.6,11.4,6,rose
5.9,0.238,0.29,1.7,0.031524,39.3,74.3,0.989274,3.19,0.45,12.2,6,rose
6.9,0.309,0.22,7.45,0.044533,54.8,190.6,0.996074,3.21,0.48,9.4,6,rose
7.2,0.201,1.01,0.6,0.155061,46.4,116.4,0.992963,2.96,0.43,9.1,6,rose
8.6,0.186,0.43,1.2,0.043868,35.4,126.1,0.992615,3.13,0.5,11.4,6,rose
6.6,0.245,0.37,8.14,0.038108,55.4,177.1,0.995918,3.2,0.45,9.4,7,rose
8.2,0.37,0.57,15.69,0.051585,32.5,253.8,0.999793,2.95,0.62,8.6,5,rose
6.5,0.268,0.34,1.27,0.043375,24.2,178.5,0.991941,3.31,0.47,10.7,7,rose
7.1,0.265,0.29,15.13,0.044371,6.9,48.7,0.99653,3.16,0.4,11.0,5,rose
9.4,0.372,0.52,2.41,0.087446,10.1,53.0,0.996121,3.29,0.58,11.3,6,rose
10.4,0.276,0.54,2.82,0.101203,6.4,13.2,0.9991,3.23,0.64,9.7,6,rose
7.5,0.267,0.35,2.02,0.050726,4.2,7.4,0.995321,3.4,0.63,10.9,5,rose
7.7,0.161,0.27,15.19,0.05187,25.5,142.8,0.99784,2.88,0.42,8.8,5,rose
6.6,0.245,0.22,12.77,0.051459,34.9,151.0,0.996853,3.09,0.69,9.4,5,rose
6.1,0.214,0.33,14.25,0.043711,69.3,189.2,0.997285,3.36,0.53,10.4,6,rose
6.9,0.317,0.29,16.33,0.047297,17.7,142.1,0.998171,3.07,0.55,9.0,5,rose
7.8,0.325,0.24,1.69,0.035486,38.0,143.7,0.991329,3.08,0.44,11.7,6,rose
6.7,0.571,0.29,2.58,0.037195,15.6,73.8,0.993826,3.31,0.75,10.3,5,rose
6.9,0.205,0.74,1.42,0.045668,25.5,118.6,0.991596,3.12,0.41,10.8,5,rose
10.5,0.517,0.45,1.93,0.083954,4.2,13.6,0.997919,3.23,0.76,11.3,8,rose
5.2,0.312,0.29,1.74,0.025773,24.0,93.5,0.987652,3.3,0.41,13.5,6,rose
6.7,0.779,0.01,2.23,0.080576,16.9,32.3,0.99587,3.54,0.62,13.0,6,rose
7.3,1.186,0.0,4.48,0.096341,6.2,21.7,0.996472,3.61,0.54,10.6,5,rose
6.9,0.661,0.0,2.77,0.105474,23.1,36.9,0.997047,3.46,0.55,10.6,5,rose
7.0,0.446,0.17,1.76,0.07318,27.2,54.6,0.996128,3.35,0.63,10.5,5,rose
6.2,0.329,0.22,9.76,0.037682,29.6,108.0,0.995501,3.28,0.47,10.0,5,rose
10.5,0.396,0.65,2.82,0.114332,13.3,28.4,0.99697,3.23,0.78,11.6,7,rose
7.7,0.31,0.41,1.96,0.024056,19.9,120.1,0.991253,3.14,0.4,10.9,5,rose
6.7,0.286,0.26,1.23,0.031113,17.8,118.2,0.993339,3.13,0.36,9.3,5,rose
7.0,0.343,0.27,3.04,0.089687,32.8,62.7,0.997254,3.46,0.47,9.3,6,rose
6.3,0.189,0.38,11.62,0.047554,61.2,132.7,0.995663,3.19,0.35,10.9,6,rose
7.1,0.603,0.28,4.34,0.084217,11.5,66.3,0.99627,3.33,0.69,11.0,6,rose
7.1,0.113,0.44,1.48,0.0478,48.2,115.5,0.991358,2.97,0.46,11.2,5,rose
6.8,0.83,0.2,4.02,0.072246,16.1,62.9,0.998375,3.52,0.71,9.2,7,rose
6.0,0.213,0.31,8.41,0.03432,50.7,134.1,0.993401,3.15,0.37,10.5,6,rose
10.9,0.303,0.57,1.69,0.052197,8.7,23.5,0.997872,3.33,0.87,10.4,6,rose
6.0,0.277,0.3,8.2,0.030521,32.5,143.2,0.993192,3.22,0.45,11.1,6,rose
5.5,0.132,0.31,2.37,0.033695,9.8,56.4,0.988507,3.04,0.58,12.5,5,rose
6.9,0.175,0.72,17.6,0.039371,18.5,110.5,0.99797,2.88,0.51,9.6,7,rose
6.5,0.222,0.27,4.13,0.041576,11.8,98.9,0.991511,3.19,0.41,11.8,6,rose
6.5,0.171,0.32,3.55,0.028529,32.4,126.1,0.991178,3.05,0.48,10.5,6,rose
8.0,0.254,0.34,6.68,0.04008,20.7,63.6,0.99333,2.92,0.49,10.9,5,rose
6.0,0.24,0.25,2.09,0.042997,30.9,105.7,0.992091,3.39,0.5,10.6,6,rose
7.0,0.471,0.24,3.02,0.043442,24.5,80.2,0.988527,2.94,0.39,13.4,6,rose
7.0,0.285,0.29,0.81,0.036406,10.5,76.7,0.991909,3.21,0.63,11.0,6,rose
6.3,0.19,0.29,4.73,0.044695,46.1,191.8,0.993117,3.18,0.47,10.4,5,rose
12.6,0.404,0.55,3.06,0.102089,19.9,35.3,0.999248,3.19,0.76,11.3,6,rose
9.8,0.883,0.25,2.98,0.106776,34.2,157.2,1.001026,3.4,0.66,11.4,5,rose
5.8,0.152,0.36,1.3,0.044177,13.9,60.5,0.991553,3.22,0.5,10.6,6,rose
7.0,0.188,0.33,12.13,0.048323,32.6,128.3,0.996462,2.92,0.55,9.5,6,rose
8.1,0.22,0.48,19.74,0.051658,49.5,229.5,1.001282,2.99,0.54,9.1,4,rose
6.7,0.237,0.3,0.99,0.049699,26.7,61.9,0.991665,3.4,0.48,11.0,5,rose
7.6,0.344,0.47,13.42,0.035551,40.4,120.7,0.998691,3.04,0.51,9.2,5,rose
7.8,0.508,0.25,2.55,0.076337,19.6,40.8,0.997669,3.5,0.96,12.1,6,rose
7.1,0.439,0.36,3.3,0.039695,35.7,131.9,0.989553,3.06,0.43,13.4,6,rose
8.7,0.183,0.34,2.04,0.059544,52.5,77.5,0.996032,3.47,0.88,10.8,6,rose
8.3,0.339,0.58,15.05,0.05271,34.5,255.2,0.999882,2.9,0.63,8.7,4,rose
7.6,0.252,0.38,2.82,0.050182,23.5,129.3,0.991598,3.04,0.53,11.2,6,rose
8.8,0.463,0.39,1.55,0.070264,17.0,105.0,0.99531,3.27,0.55,10.0,8,rose
7.4,0.283,0.41,1.41,0.045864,10.6,121.5,0.993381,3.3,0.46,10.2,6,rose
6.9,0.321,0.17,7.63,0.044916,52.6,184.7,0.995906,3.13,0.45,8.9,5,rose
6.2,0.474,0.29,2.45,0.079727,32.6,94.5,0.99565,3.33,0.62,9.8,6,rose
7.6,0.373,0.46,13.35,0.038179,44.4,116.8,0.997966,3.05,0.5,9.1,6,rose
7.5,0.289,0.26,18.83,0.056871,34.5,174.0,0.999841,3.2,0.48,10.4,6,rose
7.5,0.291,0.28,1.7,0.050691,36.4,147.8,0.993082,3.31,0.58,10.4,6,rose
7.9,0.258,0.36,0.81,0.052834,14.0,135.1,0.993694,3.06,0.55,9.5,5,rose
9.5,0.614,0.49,2.91,0.077474,30.9,73.3,0.999545,3.49,0.57,10.0,7,rose
5.9,0.288,0.33,13.0,0.0472,63.8,232.7,0.997767,3.07,0.41,8.9,6,rose
6.0,0.26,0.25,1.69,0.037816,12.5,107.5,0.992541,3.06,0.55,9.1,5,rose
6.3,0.238,0.29,9.2,0.040062,28.5,108.2,0.995143,3.4,0.41,10.3,6,rose
7.3,0.19,1.66,1.97,0.020099,32.8,111.6,0.991674,3.24,0.54,12.3,6,rose
